Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
2483	2197	214	2257	Gerald Pietsch	M	M50-54	DEU	TRI-AS HAMM		01:24:56	00:05:26	06:16:29	00:03:54	05:07:40	12:58:23
2484	287	53	694	Ilka Krull	F	W40-44	DEU	TSG BURG GRETESCH E.V.		01:26:18	00:04:37	05:57:15	00:03:58	05:26:27	12:58:34
2485	288	56	719	Elena Vanessa Dr. Castelvecchio	F	W30-34	ITA	SPORTING CLUB NOALE		01:15:31	00:07:21	06:25:29	00:05:48	05:04:49	12:58:56
2486	2198	509	2754	Mario Baader	M	M40-44	DEU	Dieburg		01:39:20	00:05:00	06:00:36	00:06:16	05:07:50	12:59:01
2487	2199	379	2263	Maxime Le Coniat	M	M30-34	FRA	ROUEN TRI		01:14:38	00:05:08	06:10:35	00:02:58	05:25:50	12:59:08
2488	2200	475	3181	Uwe Margraf	M	M45-49	DEU	RTV HASELGRUND		01:24:55	00:05:42	05:39:17	00:05:31	05:43:48	12:59:11
2489	2201	382	2259	Christian Grube	M	M35-39	DEU	ENCW TEAM TSV CALW		01:11:07	00:04:00	06:42:34	00:07:17	04:54:18	12:59:15
2490	2202	383	2405	Mickael Antonin	M	M35-39	FRA	HAC TRIATHLON		01:14:25	00:05:02	06:08:03	00:04:58	05:27:11	12:59:38
2491	2203	215	3280	Dario Martena	M	M50-54	ITA	SALENTO TRIATHLON		01:09:43	00:05:05	06:02:31	00:04:18	05:38:05	12:59:39
2492	289	46	657	Michaela Stops	F	W45-49	DEU	TV WITZHELDEN		01:28:03	00:06:04	06:37:26	00:03:01	04:45:32	13:00:04
2493	290	72	821	Joanne Murphy	F	W35-39	IRL	GALWAY TRIATHLON CLUB		01:26:31	00:05:29	06:27:21	00:05:49	04:55:08	13:00:17
2494	2204	476	2626	Rainer Räth	M	M45-49	DEU	DAV RÖTHENBACH		01:37:45	00:05:08	06:23:18	00:03:57	04:50:21	13:00:28
2495	2205	384	1869	Andreas Bichler	M	M35-39	AUT	HARDTSEEMAFIA TRIATHLON		01:47:23	00:04:46	06:16:52	00:04:46	04:46:46	13:00:31
2496	2206	216	1836	Fabio Dr. Santini	M	M50-54	ITA	UDINE TRIATHLON		01:02:47	00:05:46	06:42:19	00:04:09	05:05:36	13:00:35
2497	291	54	848	Regina Berekoven	F	W40-44	DEU	TRIABOLOS TRIATHLON HAMBURG E.V.		01:25:06	00:06:12	06:18:51	00:05:56	05:04:42	13:00:46
2498	2207	477	1761	Werner Mühlöder	M	M45-49	DEU	TEAM CHALLENGE SFV AURAU		01:14:52	00:04:20	05:55:25	00:01:40	05:44:56	13:01:12
2499	2208	478	1816	Aynsley Guerin	M	M45-49	NZL	Dubai		01:18:12	00:11:09	06:28:02	00:06:29	04:57:33	13:01:22
2500	2209	380	3044	Mischa Maidorn	M	M30-34	DEU	TV 1848 ERLANGEN		01:18:04	00:10:47	05:56:23	00:05:38	05:31:14	13:02:04
2501	2210	510	3056	Rodolphe Ragot	M	M40-44	FRA	VANNES		01:25:12	00:04:37	06:13:37	00:03:55	05:14:46	13:02:05
2502	292	47	790	Ute Schumacher	F	W45-49	DEU	TWIN NEUMARKT		01:16:08	00:04:15	06:19:54	00:02:23	05:19:37	13:02:15
2503	2211	385	3453	Gerrit Schoeman	M	M35-39	ZAF	Haywards Heath		01:16:54	00:08:15	06:32:59	00:05:58	04:58:22	13:02:26
2504	293	2	791	Cornelia Ruelke	F	W60-64	DEU	VFV SPANDAU		01:31:35	00:06:10	06:38:57	00:04:29	04:41:18	13:02:29
2505	2212	479	2603	Matthias Armbrust	M	M45-49	DEU	TV MUßBACH		01:23:03	00:04:11	06:00:47	00:02:56	05:32:01	13:02:57
2506	2213	217	2934	Karl Eberle	M	M50-54	DEU	LIFEPARK MAX INGOLSTADT		01:31:30	00:07:07	06:08:12	00:09:14	05:07:00	13:03:01
2507	294	57	654	Maryvonne van den Berg	F	W30-34	NLD	AVA'81		01:01:15			00:05:33	05:45:01	13:03:13
2508	2214	480	1028	Detlef Bartu	M	M45-49	DEU	TEAM TEVA RATIOPHARM		01:30:01	00:06:39	06:09:58	00:09:26	05:07:26	13:03:28
2509	295	48	774	Sabine Franz	F	W45-49	DEU	TS LICHTENFELS		01:28:45	00:03:32	06:43:55	00:03:40	04:44:11	13:04:01
2510	296	55	814	Swantje Steudte	F	W40-44	DEU	OSC BREMERHAVEN TRIATHLON		01:33:43	00:07:37	06:33:01	00:08:34	04:41:09	13:04:01
2511	2215	218	3079	Frank Köhler	M	M50-54	DEU	TRIA ECHTERDINGEN		01:18:13	00:07:28	06:09:01	00:12:29	05:16:56	13:04:05
2512	2216	49	3383	Walter Prof. Dr. Brenner	M	M55-59	CHE	UBS TRI CLUB		01:37:37	00:06:32	06:18:06	00:04:22	04:58:00	13:04:35
2513	2217	511	1997	Mat Shaylor	M	M40-44	GBR	Basingstoke		01:09:37	00:04:46	06:00:39	00:05:52	05:44:19	13:05:10
2514	2218	512	3097	Pato Dr. Juan Carlos	M	M40-44	ESP	CLUB NATACIÓ SABADELL		01:09:21	00:08:51	07:01:42	00:06:54	04:38:34	13:05:21
2515	2219	481	3142	Anthony Jeffery	M	M45-49	GBR	COLTS		01:31:13	00:07:41	06:28:22	00:04:53	04:53:34	13:05:43
2516	2220	513	2715	Jens Götzmann	M	M40-44	DEU	BOCHOLTER WSV		01:26:37	00:07:06	06:01:39	00:09:37	05:20:46	13:05:43
2517	2221	50	3085	Ori Dr. Shoavi	M	M55-59	ISR	NITRO		01:22:56	00:07:17	06:39:36	00:05:52	04:50:05	13:05:44
2518	297	56	761	Dominika Schuler	F	W40-44	DEU	TV PFAFFENWEILER		01:19:59	00:03:54	06:10:15	00:04:25	05:27:14	13:05:45
2519	2222	219	2111	Bernhard Nuss	M	M50-54	DEU	NEVER WALK ALONE		01:39:21	00:06:37	06:19:32	00:07:26	04:52:53	13:05:47
2520	2223	381	3387	Jürgen Haselmann	M	M30-34	DEU	Roth		01:53:59	00:07:52	06:37:50	00:05:16	04:21:03	13:05:58
2521	298	73	911	Jutta Stephan	F	W35-39	DEU	HÖHENBALANCE MÜNCHEN		01:27:49	00:08:58	06:46:42	00:07:07	04:35:58	13:06:32
2522	2224	386	2038	Michaël Thiault	M	M35-39	FRA	ANGERS TRIATHLON		01:09:28	00:03:33	05:50:22	00:02:54	06:00:34	13:06:50
2523	299	57	882	Catrin Schulze	F	W40-44	DEU	KIEFERORTHOPÄDIE DR. FUCHS		01:25:28	00:06:35	06:16:00	00:04:28	05:14:22	13:06:51
2524	300	49	805	Kirsten Stark	F	W45-49	DEU	LG METTENHEIM		01:37:09	00:04:39	06:27:40	00:04:57	04:52:41	13:07:04
2525	2225	220	3199	Volker König	M	M50-54	DEU	VK		01:29:38	00:08:50	06:38:29	00:08:07	04:42:11	13:07:13
2526	301	50	878	Cheryl Blewitt	F	W45-49	GBR	BLACK COUNTRY TRIATHLETES		01:22:37	00:06:44	06:23:51	00:08:49	05:05:16	13:07:17
2527	2226	5	77	John Smart	M	M65-69	NZL	HIBISCUS HARRIER AND TRIATHLON CLUB		01:17:45	00:04:21	06:28:32	00:03:49	05:13:22	13:07:47
2528	2227	482	3431	Graham Pemberton	M	M45-49	AUS	Townsville		01:14:05	00:05:07	06:20:29	00:07:55	05:20:29	13:08:04
2529	2228	514	3188	Daniele Dr. Gianola	M	M40-44	ITA	TRIATHLON 3V		01:30:38	00:04:38	06:04:02	00:03:12	05:25:43	13:08:11
2530	2229	382	3202	Sebastian Kraus	M	M30-34	DEU	TEAM MAGIC		01:24:33	00:07:02	05:55:00	00:07:41	05:34:57	13:09:11
2531	2230	515	1940	Jonathan Porter	M	M40-44	GBR	THAMES TURBO TRIATHLON CLUB		01:15:06	00:05:00	06:11:34	00:06:50	05:30:49	13:09:17
2532	2231	221	3200	Michel Besnardeau	M	M50-54	FRA	ANGERS TRIATHLON		01:26:06	00:05:15	06:11:26	00:06:15	05:20:26	13:09:26
2533	302	17	841	Colette Schertz	F	W50-54	FRA	NSTT SARREBOURG		01:33:06	00:06:26	06:42:56	00:06:35	04:40:32	13:09:32
2534	2232	483	2772	Ian Robert Montgomery	M	M45-49	GBR	BLACKHEATH 1		01:34:14	00:07:10	06:29:40	00:06:16	04:52:29	13:09:48
2535	2233	383	2097	Andreas Thissen	M	M30-34	DEU	EQUIPE RED		01:19:11	00:02:19	06:05:03	00:03:24	05:39:54	13:09:49
2536	2234	484	2804	Christian Krause	M	M45-49	DEU	Erding		01:15:12	00:05:59	05:55:16	00:07:13	05:46:11	13:09:50
2537	2235	222	1888	Christian Borchert	M	M50-54	DEU	Marloffstein		01:19:38	00:03:41	06:11:52	00:03:24	05:31:30	13:10:03
2538	2236	387	1538	Alexander Rosenberger	M	M35-39	DEU	TSV SCHMIDEN		01:21:11	00:06:29	05:41:09	00:04:40	05:57:04	13:10:30
2539	303	58	681	Trudi O'Mahoney	F	W30-34	GBR	OXFORD TRI		01:12:48	00:05:12	05:53:28	00:05:40	05:53:25	13:10:31
2540	2237	51	2122	Thies-Uwe Kollenkarn	M	M55-59	DEU	HAMBURG WASSER		01:20:49	00:07:20	06:29:05	00:08:22	05:04:58	13:10:33
2541	2238	223	2598	Eberhard Kaysser	M	M50-54	DEU	PSV BRAUNSCHWEIG		01:28:11	00:03:40	06:02:42	00:02:04	05:34:04	13:10:39
2542	2239	224	2504	Volker Schmidtmann	M	M50-54	DEU	VORWÄRTS KÖLN		01:29:41	00:04:55	06:30:50	00:10:04	04:55:55	13:11:23
2543	2240	152	2005	Matthias Göller	M	M25-29	DEU	SCHÜTZENVEREIN STRAßBESSENBACH		01:36:12	00:03:23	06:51:40	00:02:38	04:37:31	13:11:23
2544	2241	225	2721	Alan Ruscoe	M	M50-54	GBR	Hamburg		01:31:57	00:05:58	06:26:45	00:05:30	05:01:23	13:11:30
2545	2242	226	1429	Brett Owen	M	M50-54	GBR	THAMES TURBO TRIATHLON CLUB		01:07:52	00:05:07	06:28:45	00:05:21	05:24:56	13:11:59
2546	2243	52	2619	Peter Heller	M	M55-59	DEU	MARATHONTEAM-ONLINE		01:29:16	00:05:16	06:33:44	00:03:11	05:01:07	13:12:32
2547	2244	388	3408	Tobias Fritzsch	M	M35-39	DEU	UNION BIESFELD TRIATHLON		01:27:22	00:05:01	06:34:28	00:02:01	05:03:51	13:12:41
2548	2245	389	1823	Dieter Hausmann	M	M35-39	DEU	FORMKURVE.DE		01:12:45	00:03:11	05:51:45	00:14:01	05:51:10	13:12:50
2549	2246	485	917	Roli Käsbohrer	M	M45-49	CHE	Mönchaltorf		01:07:58	00:05:06	05:43:20	00:05:16	06:11:33	13:13:11
2550	2247	53	2943	Hartmut Maidorn	M	M55-59	DEU	TV GROßEN BUSECK		01:47:12	00:05:01	06:15:35	00:05:27	05:00:01	13:13:14
2551	2248	486	2336	Gwenael Dr. Souillé	M	M45-49	FRA	TOAC TRIATHLON		01:28:26	00:04:48	05:49:48	00:04:35	05:45:53	13:13:28
2552	304	51	726	Barbara Denzler	F	W45-49	DEU	Helmbrechts		01:37:30	00:07:18	06:55:24	00:06:17	04:27:05	13:13:32
2553	2249	1	75	Roland Gebert	M	M70-74	DEU	ASV CHAM TRIATHLON		01:11:00	00:04:41	06:17:52	00:04:05	05:36:16	13:13:53
2554	2250	516	3196	Richard Hughes	M	M40-44	GBR	TEAM CHERWELL		01:16:17	00:06:18	06:17:33	00:08:43	05:25:06	13:13:54
2555	305	52	768	Regula Scherer	F	W45-49	CHE	Ebertswil		01:39:44	00:05:13	06:20:33	00:02:53	05:05:54	13:14:14
2556	2251	517	3357	Roland Diwok	M	M40-44	DEU	IFA NONSTOP BAMBERG		01:44:37	00:08:30	06:14:58	00:07:15	04:58:59	13:14:16
2557	2252	384	2014	Christian Prinz	M	M30-34	AUT	IRONDRAKES TRIATHLON TEAM		01:25:54	00:05:11	06:02:13	00:03:41	05:37:23	13:14:20
2558	2253	518	2119	Lluis Dr. Altes	M	M40-44	ESP	SR2 TRIATLON		01:40:09	00:06:01	06:29:34	00:04:23	04:54:16	13:14:21
2559	2254	487	2397	Robert Heinen	M	M45-49	DEU	TRIATHLON TEAM INDELAND		01:14:39	00:05:13	05:48:09	00:04:40	06:01:46	13:14:24
2560	2255	390	2383	Lars Konek	M	M35-39	DEU	TEAM ERDINGER ALKOHOLFREI		01:15:11	00:04:18	05:45:46	00:03:07	06:06:19	13:14:40
2561	2256	153	2362	Jean Mael Reymond	M	M25-29	FRA	Lagny		01:30:08	00:10:03	06:06:55	00:06:51	05:20:47	13:14:42
2562	2257	154	2363	Jordane Reymond	M	M25-29	FRA	Lagny Sur Marne		01:25:26	00:14:47	06:06:51	00:06:56	05:20:45	13:14:43
2563	2258	54	2580	Peter Burford	M	M55-59	GBR	BLACKHEATH 1		01:28:26	00:05:43	06:39:18	00:03:34	04:57:48	13:14:48
2564	306	53	796	Andrea Heinold	F	W45-49	DEU	TV HERGERSHAUSEN		01:17:35	00:07:34	06:49:23	00:07:46	04:52:36	13:14:53
2565	2259	227	2953	Dietmar Baum	M	M50-54	DEU	VEREINSLOS		01:21:13	00:03:41	07:20:55	00:03:14	04:26:05	13:15:06
2566	2260	488	3309	Andreas Schmid	M	M45-49	DEU	GOLD OCHSEN TEAM SSV ULM 1846		01:27:03	00:06:03	06:27:52	00:05:54	05:09:14	13:16:04
2567	2261	489	3315	Javier Dr. Ortega	M	M45-49	ESP	RUNNERSWORLD TARRAGONA		01:24:32	00:13:26	06:43:02	00:08:14	04:47:04	13:16:16
2568	2262	519	3141	Thomas Zwicklbauer	M	M40-44	DEU	KSV BAUNATAL TRIATHLON		01:34:38	00:10:12	06:09:27	00:06:29	05:15:36	13:16:20
2569	2263	490	3169	Thomas Limmer	M	M45-49	DEU	Düsseldorf		01:18:55	00:08:48	06:41:16	00:07:14	05:00:11	13:16:23
2570	2264	155	3353	Markus Weiß	M	M25-29	DEU	TEAM ICEHOUSE E.V.		01:14:19	00:04:52	06:29:40	00:04:09	05:23:25	13:16:23
2571	2265	156	2897	Stefan Janßen	M	M25-29	DEU	Fürth		01:13:49	00:05:30	06:06:36	00:11:56	05:38:35	13:16:23
2572	307	3	781	Hildegard Dr. Bergler	F	W55-59	DEU	DJK WEIDEN		01:27:48	00:06:07	06:42:08	00:05:15	04:55:13	13:16:29
2573	2266	55	3356	Gil Dr. Sartani	M	M55-59	ISR	WATER WARLD ISRAEL		01:42:48	00:09:50	06:14:04	00:10:07	04:59:44	13:16:31
2574	2267	228	2993	Christian Kerscher	M	M50-54	DEU	Grafrath		01:31:17	00:05:12	06:37:50	00:07:05	04:55:14	13:16:36
2575	2268	520	1508	Nicholas Prof. Martin	M	M40-44	GBR	CLAPHAM CHASERS		01:21:46	00:06:09	05:29:02	00:10:09	06:09:42	13:16:46
2576	308	18	801	Petra Löffert	F	W50-54	DEU	TRI FORCE FULDA		01:27:17	00:05:18	06:09:21	00:03:43	05:31:11	13:16:49
2577	2269	385	3286	Enrique Capron	M	M30-34	FRA	TRIATH'CLUB D'ANDRESY		01:28:15	00:05:57	06:19:18	00:06:57	05:16:35	13:16:59
2578	2270	386	3045	Gareth Brown	M	M30-34	GBR	MERSEY TRI		01:08:40	00:06:29	06:22:35	00:07:55	05:31:35	13:17:12
2579	309	54	708	Caro Hoppe	F	W45-49	DEU	Kiel		01:15:39	00:04:42	06:14:00	00:04:52	05:38:02	13:17:13
2580	310	55	797	Camen Wageman	F	W45-49	CAN	Richmond Hill		01:38:19	00:04:25	06:10:34	00:07:13	05:16:53	13:17:22
2581	2271	491	2837	Sean Mcgilligan	M	M45-49	GBR	Olney		01:18:00	00:11:36	06:07:21	00:12:34	05:28:20	13:17:48
2582	2272	492	3103	Michael O'Brien	M	M45-49	IRL	Whitegate		01:15:34	00:07:34	06:25:52	00:07:45	05:21:44	13:18:27
2583	2273	391	2966	Jan-Henrik Kircher	M	M35-39	DEU	München		01:15:00	00:05:26	06:26:49	00:03:56	05:27:31	13:18:40
2584	2274	56	2447	Ian Crafter	M	M55-59	AUS	DUBBO TRIATHLON CLUB		01:32:49	00:05:16	06:19:52	00:03:28	05:17:20	13:18:44
2585	2275	392	2977	Jose Dr. Cardo Vidagany	M	M35-39	ESP	SUHECA.COM TRIATLO		01:17:49	00:05:44	06:18:54	00:07:12	05:29:09	13:18:46
2586	2276	493	3206	Mark Lofting	M	M45-49	GBR	EAST GRINSTEAD TRI CLUB		01:21:20	00:06:49	06:26:23	00:06:37	05:17:40	13:18:47
2587	2277	57	2752	Martin Epkenhans	M	M55-59	DEU	TRI FINISH MÜNSTER		01:19:28	00:04:41	06:17:59	00:04:09	05:32:36	13:18:50
2588	2278	494	2531	Klaus Fladischer	M	M45-49	DEU	Augsburg		01:24:13	00:14:39	06:25:35	00:11:48	05:03:07	13:19:20
2589	2279	229	2821	Stefan Dr. Beierke	M	M50-54	DEU	Furth		01:39:49	00:08:13	06:25:25	00:08:10	04:57:46	13:19:21
2590	2280	387	2147	Philipp Donner	M	M30-34	DEU	Nürnberg		01:07:34	00:04:09	07:05:35	00:06:58	04:55:11	13:19:24
2591	311	58	849	Kerstin Bornhofen	F	W40-44	DEU	TMK		01:14:30	00:05:54	06:34:49	00:02:46	05:21:27	13:19:24
2592	2281	393	1559	Notger Seitz	M	M35-39	DEU	Gau-Bischofsheim		01:45:53	00:06:15	06:27:41	00:03:26	04:56:18	13:19:31
2593	312	56	843	Claudia Paech	F	W45-49	DEU	TRI TEAM SENFTENBERG/PEBE SPORT		01:33:34	00:05:40	06:36:19	00:04:01	05:00:07	13:19:39
2594	2282	495	3422	Frank-Dieter Albers	M	M45-49	DEU	Aumühle		01:15:32	00:13:00	06:19:46	00:07:22	05:24:12	13:19:51
2595	313	59	855	Debi Coles	F	W40-44	GBR	TEAM CHERWELL		01:22:27	00:05:04	07:07:11	00:07:46	04:38:05	13:20:31
2596	2283	496	3031	Erwin Mayer	M	M45-49	DEU	WSV BAD TÖLZ		01:21:20	00:07:05	05:53:36	00:13:51	05:44:53	13:20:42
2597	2284	497	2736	Heiko Dr. Baumgartner	M	M45-49	DEU	LAC EBERSTADT		01:30:49	00:05:34	06:45:29	00:04:26	04:54:26	13:20:43
2598	2285	230	2403	Michael Hoffmann	M	M50-54	DEU	HARDTSEEMAFIA TRIATHLON		01:28:32	00:06:18	06:20:50	00:07:24	05:18:16	13:21:19
2599	2286	388	2678	Matthias Lorz	M	M30-34	DEU	CABA'S CABANAUTEN		01:29:11	00:07:55	06:16:54	00:08:08	05:19:27	13:21:33
2600	2287	389	3032	Swen Nitzsche	M	M30-34	DEU	DAV TRIATHLON HERSBRUCK		01:17:55	00:04:27	06:31:10	00:03:02	05:25:03	13:21:34
2601	314	74	895	Nicole Schönfelder	F	W35-39	DEU	TSVE 1890 BIELEFELD		01:20:18	00:03:37	06:45:29	00:04:34	05:07:40	13:21:36
2602	315	59	622	Silke Kalinowski	F	W30-34	DEU	DELTA BIKE SPORTS		01:25:00	00:05:22	05:56:10	00:05:56	05:49:18	13:21:44
2603	2288	498	3231	Michael Jones	M	M45-49	GBR	London		01:27:30	00:09:44	06:30:56	00:05:29	05:08:25	13:22:01
2604	2289	499	2945	Stephan Aschenbrenner	M	M45-49	DEU	Köln		01:29:57	00:05:37	06:32:29	00:12:26	05:02:07	13:22:33
2605	2290	394	2903	Stephan Scheying	M	M35-39	DEU	FC ST. PAULI TRIATHLON		01:14:20	00:06:11	06:13:01	00:04:29	05:44:35	13:22:35
2606	2291	395	2971	Stuart Leach	M	M35-39	GBR	Gloucester		01:46:36	00:07:08	06:34:59	00:05:31	04:48:46	13:22:58
2607	2292	500	2604	Matthias Müller	M	M45-49	DEU	LAZ-TRIATHLON-MOSBACH		01:26:19	00:06:04	06:34:53	00:06:13	05:09:59	13:23:26
2608	316	60	833	Beverly Li	F	W30-34	USA	Alexandria		01:06:02	00:04:13	07:09:36	00:03:51	04:59:56	13:23:36
2609	2293	231	2649	Jürgen Bayer	M	M50-54	DEU	Hummeltal		01:20:42	00:09:21	06:26:43	00:05:55	05:20:59	13:23:38
2610	2294	501	3358	Oliver Huber	M	M45-49	DEU	SC MÜNCHEN VON 1906		01:34:03	00:08:01	06:17:35	00:07:39	05:16:43	13:23:59
2611	317	28	751	Morgane Paton	F	W25-29	FRA	Paris 16		01:28:19	00:06:45	06:49:53	00:10:05	04:49:57	13:24:56
2612	2295	232	2360	Martin Graef	M	M50-54	DEU	BAD HOMBURGER SCHWIMM-CLUB		01:14:53	00:02:50	06:25:19	00:03:40	05:38:17	13:24:58
2613	2296	157	1907	Thomas Revesz	M	M25-29	DEU	München		01:32:51	00:05:09	06:08:12	00:18:39	05:20:22	13:25:12
2614	2297	233	3403	Joachim Lang	M	M50-54	DEU	X-SPORT KASTELLAUN		01:28:16	00:10:36	06:19:01	00:03:30	05:24:13	13:25:35
2615	318	19	859	Margit Bohnhoff	F	W50-54	DEU	TEAM ERDINGER ALKOHOLFREI		01:03:32	00:06:01	07:05:07	00:05:39	05:05:27	13:25:43
2616	2298	234	2633	Alexander Halbroth	M	M50-54	DEU	LLG WONNEGAU		01:42:17	00:06:54	06:16:54	00:02:26	05:17:25	13:25:55
2617	2299	396	2849	Thomas Binder	M	M35-39	DEU	TSV GERSTHOFEN		01:14:49	00:04:18	06:03:15	00:02:47	06:00:50	13:25:57
2618	2300	502	3075	Ragnar Ingo Mahn	M	M45-49	DEU	TEAM ERDINGER ALKOHOLFREI		01:26:43	00:10:32	05:54:40	00:10:12	05:43:55	13:26:01
2619	319	20	767	Wendy Tapper	F	W50-54	AUS	Busselton		01:16:22	00:04:41	06:44:07	00:05:37	05:15:40	13:26:25
2620	2301	235	3048	Richard Dr. Lemmer	M	M50-54	SWZ	SWAZI SLOJOS		01:10:30	00:03:57	06:29:44	00:05:55	05:36:24	13:26:29
2621	2302	521	2454	Pierre-Olivier Dr. Provost	M	M40-44	FRA	ISSY TRIATHLON		01:09:25	00:05:17	06:35:28	00:06:21	05:30:15	13:26:43
2622	2303	503	2997	Andrew (Mark) Quinlan	M	M45-49	ZAF	Kreupelbosch		01:10:35	00:05:09	05:55:06	00:05:45	06:10:11	13:26:44
2623	2304	236	3027	Henri Haenni	M	M50-54	CHE	RUSHTEAM ECUBLENS		01:18:20	00:10:25	06:19:57	00:11:11	05:27:04	13:26:54
2624	2305	237	2921	Alfred Kraus	M	M50-54	DEU	POWERBÄRS REDNITZHEMBACH		01:27:22	00:08:30	06:06:31	00:07:53	05:37:03	13:27:17
2625	2306	238	3033	Günther Oldendorf	M	M50-54	DEU	TV NORDEN		01:17:55	00:08:47	06:16:33	00:05:48	05:38:20	13:27:22
2626	2307	397	2873	Michael Mayer	M	M35-39	DEU	Freising		01:35:13	00:07:46	06:50:20	00:05:12	04:49:20	13:27:49
2627	2308	522	3158	Carlton Bale	M	M40-44	USA	Indianapolis		01:14:50	00:13:16	06:35:03	00:08:43	05:16:58	13:28:48
2628	2309	158	347	Andreas Bauer	M	M25-29	DEU	München		01:16:17	00:06:12	05:50:46	00:03:23	06:12:19	13:28:55
2629	320	21	838	Sigrid Robson	F	W50-54	GBR	London		01:41:14	00:11:03	07:02:59	00:10:40	04:23:03	13:28:57
2630	2310	239	2052	Torben Breyen	M	M50-54	DNK	SVENDBORG TRIKLUB		01:11:31	00:05:31	05:49:36	00:08:05	06:14:23	13:29:04
2631	2311	390	3165	Shawn Renwick	M	M30-34	ZAF	THAMES TURBO TRIATHLON CLUB		01:30:26	00:08:07	06:07:55	00:08:10	05:34:31	13:29:07
2632	2312	504	1854	Rainer Coordes	M	M45-49	DEU	TEAM ERDINGER ALKOHOLFREI		01:26:31	00:07:15	06:27:49	00:08:52	05:19:00	13:29:24
2633	2313	505	3187	Hans Dr. Kerwat	M	M45-49	DEU	G`DLRG LANGENFELD		01:16:59	00:07:55	06:45:46	00:05:54	05:13:09	13:29:40
2634	2314	506	3091	David Dr. Walton	M	M45-49	GBR	TYNE & WEAR FIRE & RESCUE TRIATHLON CLUB		01:16:41	00:04:41	06:46:22	00:04:45	05:17:15	13:29:41
2635	2315	391	3316	Christopher Martin	M	M30-34	GBR	IPSWICH TRIATHLON CLUB		01:15:37	00:06:44	06:33:39	00:05:31	05:28:13	13:29:43
2636	2316	523	3430	Edward Brennan	M	M40-44	GBR	Wivenhoe		01:31:21	00:07:08	06:55:48	00:04:45	04:50:46	13:29:47
2637	321	29	866	Christine Celette	F	W25-29	DEU	TRIATHLON FREUNDE SAARLOUIS		01:09:16	00:03:55	07:18:43	00:06:30	04:51:29	13:29:50
2638	2317	524	3364	Bernd Krinninger	M	M40-44	DEU	HARDTSEEMAFIA TRIATHLON		01:25:43	00:04:01	06:15:29	00:05:27	05:39:26	13:30:03
2639	322	61	586	Ana Dr. Frutos Gomez	F	W30-34	ESP	A.D. ECOSPORT ALCOBENDAS		01:14:52	00:04:56	07:06:47	00:08:54	04:54:53	13:30:20
2640	323	57	869	Elena Dr. Borghese	F	W45-49	ITA	UDINE TRIATHLON		01:12:05	00:04:53	06:19:19	00:04:04	05:50:17	13:30:35
2641	324	58	837	Sylvia Than	F	W45-49	DEU	SV SCHOENHEIDE		01:28:16	00:04:05	06:20:36	00:05:08	05:33:18	13:31:21
2642	2318	8	3005	Wolfgang Fäßler	M	M60-64	DEU	SG.EMPFINGEN AUSSDAUERSPORT		01:25:05	00:09:43	06:58:41	00:06:51	04:51:10	13:31:28
2643	2319	240	3182	Nuno Dr. Coelho Luz	M	M50-54	PRT	CHARITY MULTISPORT		01:36:54	00:17:10	06:44:50	00:11:42	04:40:57	13:31:32
2644	325	22	827	Lynn Robertson	F	W50-54	CAN	ACBB TRIATHLON		01:32:57	00:06:10	06:34:52	00:05:37	05:12:28	13:32:02
2645	326	23	879	Cynthia Bhattacharya	F	W50-54	CAN	Houston		01:27:23	00:06:31	06:29:33	00:06:36	05:22:10	13:32:10
2646	2320	392	2671	Bernie Weihsinger	M	M30-34	AUT	SPORTORDINATION		01:17:02	00:04:08	06:25:55	00:03:25	05:41:54	13:32:23
2647	2321	525	1382	Stefan Messingschlager	M	M40-44	DEU	SC STETTFELD		01:23:45	00:03:51	05:52:48	00:02:47	06:09:18	13:32:26
2648	2322	507	3239	Thomas Dr. Erroi	M	M45-49	ITA	SALENTO TRIATHLON		01:24:46	00:11:00	06:29:26	00:07:49	05:20:30	13:33:29
2649	2323	241	2304	Andrä Prof. Dr. Wasler	M	M50-54	AUT	SC IRONTEAM GRAZ		01:17:44	00:04:31	06:26:00	00:04:31	05:40:46	13:33:29
2650	2324	526	2812	Kenji Tabuchi	M	M40-44	JPN	MIJINKO		01:10:50	00:06:04	07:07:05	00:03:11	05:06:37	13:33:45
2651	2325	508	3300	Kai Hullmann	M	M45-49	DEU	EINTRACHT FRANKFURT TRIATHLON		01:11:39	00:06:41	06:19:21	00:09:57	05:46:10	13:33:46
2652	2326	398	1574	David Gely	M	M35-39	CHE	POLICE GENEVE		01:25:43	00:05:49	06:31:07	00:09:36	05:21:37	13:33:50
2653	327	60	793	Patricia Pattas	F	W40-44	DEU	TEAM4FRIENDS		01:35:25	00:09:21	06:45:56	00:06:47	04:56:38	13:34:05
2654	2327	242	3153	Jochen Echterhoff	M	M50-54	DEU	Berlin		01:30:12	00:07:11	06:19:56	00:03:54	05:32:59	13:34:10
2655	2328	243	3050	Manfred Rickert	M	M50-54	DEU	Bocholt		01:22:27	00:08:28	06:44:49	00:10:22	05:08:18	13:34:22
2656	328	75	716	Vera Luick	F	W35-39	DEU	TSV SCHMIDEN		01:29:04	00:06:59	06:27:18	00:03:41	05:27:23	13:34:23
