総合順位	No.	氏名	年齢	性別	総合記録	スイムラップ	S順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ランラップ	R順	年代区分	年代順位	年齢	年齢順位
347	8029	ﾎﾘｸﾞﾁ ｶｽﾞﾔ	56	男	3:33:55	0:55:38	436	0:12:28	239	1:17:20	142	2:25:26	296	0:03:56	301	1:04:33	393	男子55-59歳	29	56	
348	8048	ｽｴﾖｼ ﾏﾓﾙ	58	男	3:34:59	0:46:34	231	0:14:43	377	1:24:20	300	2:25:37	298	0:04:14	345	1:05:08	401	男子55-59歳	30	58	
349	6147	ｳﾒﾓﾄ ｹｲﾀ	39	男	3:35:00	0:53:27	399	0:17:54	466	1:30:19	405	2:41:40	441	0:03:22	208	0:49:58	135	男子35-39歳	39	39	
350	5198	ｲﾜﾐ ｶﾂﾄﾓ	31	男	3:35:32	0:52:36	385	0:15:36	417	1:16:23	120	2:24:35	284	0:07:34	473	1:03:23	380	男子30-34歳	48	31	
351	7158	ﾅｶﾞﾀ ｺｳｲﾁ	51	男	3:35:50	0:57:51	470	0:15:23	409	1:25:04	317	2:38:18	423	0:04:12	341	0:53:20	204	男子50-54歳	51	51	
352	8641	ｱﾝﾄﾞｳ ｼﾞｭﾝﾀﾛｳ	43	男	3:35:56	0:44:06	175	0:17:25	457	1:23:45	285	2:25:16	293	0:05:41	447	1:04:59	398	男子40-44歳	38	43	
353	5137	ｸｷﾔ ﾀｶﾄ	26	男	3:35:57	0:50:02	323	0:15:55	428	1:32:13	422	2:38:10	419	0:02:24	56	0:55:23	245	男子25-29歳	43	26	
354	6110	ｼﾐｽﾞ ﾄﾓﾌﾐ	37	男	3:36:13	0:44:27	184	0:16:36	445	1:24:46	313	2:25:49	302	0:03:48	288	1:06:36	411	男子35-39歳	40	37	
355	6192	ｷﾔﾏ ﾄｵﾙ	43	男	3:36:17	0:49:42	316	0:15:52	425	1:25:24	324	2:30:58	355	0:03:56	301	1:01:23	340	男子40-44歳	39	43	
356	7167	ﾖｺｲ ﾔｽﾀｶ	52	男	3:36:26	0:59:41	489	0:12:53	275	1:23:20	273	2:35:54	403	0:04:19	355	0:56:13	266	男子50-54歳	52	52	
357	6133	ｵｶﾔｽ ｴｲｼﾞ	39	男	3:36:36	0:55:00	426	0:13:21	305	1:24:58	316	2:33:19	379	0:04:25	361	0:58:52	302	男子35-39歳	41	39	
358	6135	ﾅｶﾊﾏ ｾｲｼﾞ	39	男	3:36:39	0:51:28	361	0:12:58	278	1:33:48	438	2:38:14	422	0:04:36	383	0:53:49	220	男子35-39歳	42	39	
359	7117	ﾅｶｼﾞﾏ ﾕｳ	50	男	3:36:40	0:52:18	380	0:13:35	318	1:24:46	313	2:30:39	353	0:04:28	368	1:01:33	344	男子50-54歳	53	50	
360	8021	ﾊｾ ｹﾝｲﾁ	55	男	3:36:44	0:50:39	336	0:16:17	439	1:26:29	341	2:33:25	381	0:04:04	325	0:59:15	311	男子55-59歳		55	
361	5170	ﾊﾟｸ ｼﾞｭﾝﾖﾝ	23	男	3:36:53	0:56:46	450	0:12:03	212	1:32:34	428	2:41:23	439	0:03:43	269	0:51:47	173	男子24歳以下	36	23	
362	7193	ｷｼﾓﾄ ﾄｼｱｷ	53	男	3:37:03	0:45:36	209	0:16:12	435	1:28:26	369	2:30:14	349	0:04:37	386	1:02:12	355	男子50-54歳	54	53	
363	5155	ﾔﾏﾀﾞ ﾅｵﾋﾛ	52	男	3:37:06	0:55:36	433	0:14:00	343	1:28:45	373	2:38:21	424	0:04:03	322	0:54:42	234	男子50-54歳	55	52	
364	6050	ﾓﾘﾔﾏ ﾏｻﾕｷ	34	男	3:37:42	0:59:43	490	0:11:55	204	1:29:10	381	2:40:48	436	0:02:17	48	0:54:37	231	男子30-34歳	49	34	
365	8067	ﾋﾅﾀ ｺｳｼﾞ	59	男	3:38:16	0:46:54	241	0:15:11	397	1:13:07	66	2:15:12	165	0:04:41	393	1:18:23	464	男子55-59歳	32	59	
366	8009	ｶﾅﾏﾙ ｼｭﾝｲﾁ	54	男	3:38:22	0:47:04	246	0:16:06	432	1:35:13	449	2:38:23	425	0:05:04	415	0:54:55	237	男子50-54歳	56	54	
367	5131	ｶｽｶﾞ ﾀﾞｲｷ	27	男	3:38:25	0:52:42	387	0:12:35	252	1:26:09	335	2:31:26	360	0:04:31	373	1:02:28	363	男子25-29歳	44	27	
368	6127	ﾀｶﾊｼ ﾕｳｽｹ	38	男	3:38:45	0:51:52	364	0:13:10	292	1:29:26	384	2:34:28	395	0:04:16	349	1:00:01	320	男子35-39歳	43	38	
369	8019	ｲﾀﾊﾞｼ ｹﾝｽｹ	55	男	3:38:48	0:39:45	116	0:17:58	467	1:29:29	386	2:27:12	323	0:10:27	485	1:01:09	334	男子55-59歳	33	55	
370	5110	ｶﾜｲ ﾕｳｷ	28	男	3:38:50	0:51:54	366	0:16:29	441	1:24:07	292	2:32:30	370	0:03:49	291	1:02:31	364	男子25-29歳	45	28	
371	5099	ﾂｶﾞﾜ ﾏｻｷ	29	男	3:38:51	0:45:46	214	0:10:53	135	1:36:22	453	2:33:01	376	0:03:34	249	1:02:16	357	男子25-29歳	46	29	
372	6106	ﾋﾗﾂｶ ｼｮｳｺﾞ	37	男	3:39:23	0:50:27	333	0:11:36	183	1:32:48	432	2:34:51	397	0:03:01	143	1:01:31	342	男子35-39歳	44	37	
373	7131	ﾀｶｽ ｹﾝｼﾞ	50	男	3:39:27	0:50:44	337	0:13:10	292	1:27:29	358	2:31:23	359	0:04:06	331	1:03:58	385	男子50-54歳	57	50	
374	6199	ｲﾄｳ ｱｷﾉﾘ	43	男	3:39:43	0:58:32	482	0:14:36	370	1:30:12	401	2:43:20	448	0:05:15	421	0:51:08	160	男子40-44歳	40	43	
375	8003	ﾕﾊﾗ ﾖｳｲﾁ	54	男	3:39:43	0:57:42	467	0:21:37	485	1:21:47	234	2:41:06	437	0:05:24	428	0:53:13	200	男子50-54歳	58	54	
376	7130	ｳｴｷ ﾀﾂﾛｳ	50	男	3:39:57	0:48:09	276	0:11:00	142	1:26:40	345	2:25:49	301	0:04:04	325	1:10:04	433	男子50-54歳	59	50	
377	6141	ｸﾘﾀﾆ ｱｷﾗ	39	男	3:40:28	0:55:35	432	0:15:05	394	1:27:20	355	2:38:00	418	0:05:31	438	0:56:57	278	男子35-39歳	45	39	
378	8063	ｲﾏﾀﾞ ｼﾞｭﾝｲﾁ	59	男	3:40:52	0:47:05	247	0:17:43	463	1:21:33	227	2:26:21	308	0:06:09	461	1:08:22	423	男子55-59歳	34	59	
379	7175	ｶﾄｳ ﾊｼﾞﾒ	52	男	3:40:58	0:45:43	213	0:15:51	424	1:18:22	159	2:19:56	224	0:03:24	214	1:17:38	460	男子50-54歳	60	52	
380	7129	ｺﾝﾉ ﾖｳｲﾁ	50	男	3:41:03	0:51:04	346	0:13:46	330	1:28:14	365	2:33:04	377	0:06:30	467	1:01:29	341	男子50-54歳	61	50	
381	8007	ｲｸﾞﾁ ﾀｹｼ	54	男	3:41:07	0:48:00	267	0:18:59	477	1:24:44	312	2:31:43	363	0:06:17	463	1:03:07	375	男子50-54歳	62	54	
382	8031	ｲﾄﾔﾏ ｻﾄｼ	56	男	3:41:12	0:48:27	287	0:14:22	362	1:30:02	399	2:32:51	374	0:02:49	110	1:05:32	405	男子55-59歳	35	56	
383	8103	ｻﾄｳ ﾊｼﾞﾒ	68	男	3:41:20	0:36:24	67	0:11:27	169	1:32:01	419	2:19:52	223	0:03:05	156	1:18:23	464	男子65歳以上	3	68	
384	6077	ﾄｻｶ ﾀｶﾕｷ	35	男	3:41:24	0:50:34	335	0:14:36	370	1:22:41	259	2:27:51	329	0:05:50	452	1:07:43	418	男子35-39歳	46	35	
385	7132	ﾌｼﾞｲ ｸﾆﾏﾙ	50	男	3:41:25	0:47:53	266	0:14:05	350	1:32:11	421	2:34:09	390	0:04:49	401	1:02:27	362	男子50-54歳	63	50	
386	8013	ｱｻｸﾗ ｼｹﾞﾕｷ	54	男	3:41:32	0:55:40	437	0:15:25	411	1:26:55	349	2:38:00	417	0:03:57	304	0:59:35	318	男子50-54歳	64	54	
387	6075	ｲﾅﾊﾞ ｼｮｳﾀ	35	男	3:41:33	0:58:54	484	0:11:58	207	1:35:11	448	2:46:03	459	0:03:59	311	0:51:31	169	男子35-39歳	47	35	
388	6021	ﾉﾓﾄ ﾕｷﾋﾛ	32	男	3:41:42	0:44:34	185	0:17:39	462	1:29:41	391	2:31:54	365	0:08:30	481	1:01:18	338	男子30-34歳	50	32	
389	6069	ﾐﾉﾜ ﾘｮｳﾀ	34	男	3:42:12	0:45:58	220	0:14:33	367	1:29:56	398	2:30:27	350	0:07:18	471	1:04:27	392	男子30-34歳	51	34	
390	7040	ﾊﾀ ｴｲｲﾁﾛｳ	46	男	3:42:35	0:57:41	466	0:13:56	336	1:22:39	258	2:34:16	392	0:03:41	266	1:04:38	395	男子45-49歳	61	46	
391	5080	ｲﾄｳ ｺｳﾀ	27	男	3:42:44	0:47:22	252	0:12:32	248	1:29:36	389	2:29:30	342	0:04:04	325	1:09:10	428	男子25-29歳	47	27	
392	7031	ｱｵﾊﾞ ﾜﾀﾙ	45	男	3:42:57	0:57:55	472	0:13:53	334	1:28:18	367	2:40:06	433	0:05:52	453	0:56:59	279	男子45-49歳	62	45	
393	5094	ﾏｷﾉ ﾌｳﾔ	28	男	3:43:24	0:51:14	353	0:14:37	373	1:31:12	412	2:37:03	410	0:03:43	269	1:02:38	366	男子25-29歳	48	28	
394	7030	ﾀﾞｲﾄｳ ｹﾝｼﾞ	45	男	3:43:24	0:46:55	243	0:13:31	315	1:31:30	416	2:31:56	366	0:03:23	211	1:08:05	422	男子45-49歳	63	45	
395	6140	ｽｽﾞｷ ﾀｶｼ	39	男	3:43:34	0:53:59	411	0:14:06	352	1:34:46	443	2:42:51	446	0:03:31	236	0:57:12	281	男子35-39歳	48	39	
396	5119	ｲｼﾑﾗ ﾀｹﾑ	29	男	3:43:43	0:51:00	345	0:13:36	319	1:29:23	383	2:33:59	387	0:03:29	230	1:06:15	410	男子25-29歳	49	29	
397	7143	ﾄﾓﾀﾞ ﾀｹﾌﾐ	51	男	3:43:51	0:50:13	329	0:14:50	382	1:23:00	263	2:28:03	334	0:04:02	321	1:11:46	442	男子50-54歳	65	51	
398	6010	ｺｶﾞ ﾖｳｽｹ	31	男	3:44:02	0:44:11	178	0:14:46	378	1:33:59	439	2:32:56	375	0:03:45	279	1:07:21	416	男子30-34歳	52	31	
399	6018	ｱｻﾀﾞ ｼﾝｲﾁ	32	男	3:44:19	0:46:34	232	0:13:09	290	1:29:31	388	2:29:14	339	0:03:46	281	1:11:19	440	男子30-34歳	53	32	
400	7073	ｽﾅｶﾞ ﾀｶｼ	48	男	3:44:28	0:51:22	356	0:12:10	220	1:24:22	301	2:27:54	331	0:02:56	131	1:13:38	448	男子45-49歳		48	
401	8083	ｻｻﾍﾞ ｼﾞｭﾝ	62	男	3:44:30	0:37:15	82	0:14:50	382	1:28:08	362	2:20:13	229	0:03:05	156	1:21:12	470	男子60-64歳	8	62	
402	7068	ﾖｼﾀﾞ ﾏｻﾋﾛ	47	男	3:44:42	0:54:02	412	0:15:43	420	1:24:10	294	2:33:55	386	0:08:04	477	1:02:43	368	男子45-49歳	65	47	
403	6002	ﾖｼｻﾞﾜ ｺｳ	31	男	3:44:56	0:56:46	449	0:14:14	355	1:33:34	435	2:44:34	453	0:04:36	383	0:55:46	250	男子30-34歳	54	31	
404	6039	ﾏﾂｳﾗ ﾕｳｷ	33	男	3:45:03	0:43:50	167	0:16:05	431	1:36:50	457	2:36:45	408	0:06:43	468	1:01:35	345	男子30-34歳	55	33	
405	8092	ｻﾄｳ ﾏｻﾐ	64	男	3:45:03	0:52:41	386	0:18:00	468	1:29:27	385	2:40:08	434	0:05:25	430	0:59:30	316	男子60-64歳	9	64	
406	6053	ﾅｶﾆｼ ﾕｳｽｹ	34	男	3:45:12	0:52:17	379		0		0		0		0		0	男子30-34歳	56	34	
407	5032	ｴﾝﾄﾞｳ ﾋﾛｼ	56	男	3:45:54	0:45:50	216	0:16:55	450	1:35:28	450	2:38:13	421	0:05:35	442	1:02:06	354	男子55-59歳	36	56	
408	7003	ｺﾊﾞﾔｼ ﾕｷﾏｻ	43	男	3:45:59	0:56:35	444	0:14:21	360	1:29:07	379	2:40:03	432	0:04:17	352	1:01:39	346	男子40-44歳	41	43	
409	6168	ｳﾁﾔﾏ ｾｲｲﾁﾛｳ	41	男	3:45:59	0:47:14	251	0:14:10	354	1:26:32	342	2:27:56	332	0:03:24	214	1:14:39	452	男子40-44歳	42	41	
410	6013	ﾐｽﾞﾉ ｶｽﾞﾋﾃﾞ	31	男	3:46:24	0:59:44	491	0:15:10	396	1:32:40	430	2:47:34	464	0:05:27	432	0:53:23	207	男子30-34歳	57	31	
411	8057	ｵｵｽｷﾞ ﾕｷｵ	58	男	3:46:41	0:43:47	165	0:17:21	456	1:38:10	466	2:39:18	426	0:04:26	365	1:02:57	371	男子55-59歳	37	58	
412	7076	ｲｼｲ ｶｽﾞﾋﾛ	48	男	3:46:44	0:57:52	471	0:15:40	418	1:31:10	411	2:44:42	455	0:05:32	439	0:56:30	272	男子45-49歳	66	48	
413	6071	ﾌｸﾀﾞ ﾀｲｶﾞ	35	男	3:47:09	0:57:36	464	0:14:48	381	1:23:37	281	2:36:01	406	0:04:01	313	1:07:07	414	男子35-39歳	49	35	
414	7054	ﾀﾅｶ ﾖｼﾀｶ	47	男	3:47:17	0:49:12	309	0:14:51	384	1:33:37	436	2:37:40	414	0:05:30	436	1:04:07	386	男子45-49歳	67	47	
415	5194	ﾖﾈﾀﾞ ﾄﾓｷ	30	男	3:47:25	0:58:22	478	0:11:33	176	1:38:12	467	2:48:07	465	0:03:11	175	0:56:07	263	男子30-34歳	58	30	
416	7142	Long Mark	50	男	3:47:29	0:47:01	245	0:12:14	224	1:30:12	401	2:29:27	341	0:03:38	255	1:14:24	450	男子50-54歳	66	50	
417	6102	ﾅｶｼﾏ ｶｽﾞﾋﾛ	37	男	3:47:46	0:56:53	453	0:17:36	461	1:29:45	393	2:44:14	452	0:05:46	449	0:57:46	290	男子35-39歳	50	37	
418	6196	ｻｻｷ ｹﾝｼﾞ	43	男	3:47:47	0:57:19	459	0:16:14	437	1:30:11	400	2:43:44	449	0:07:39	474	0:56:24	268	男子40-44歳	43	43	
419	7089	ﾄﾐﾅｶﾞ ｻﾄｼ	48	男	3:47:54	0:52:31	383	0:17:43	463	1:24:05	289	2:34:19	393	0:05:39	446	1:07:56	421	男子45-49歳	68	48	
420	6145	ﾊｶﾞ ｹｲﾀﾛｳ	39	男	3:48:00	0:55:16	429	0:16:52	449	1:34:41	442	2:46:49	463	0:05:08	419	0:56:03	261	男子35-39歳	51	39	
421	8062	ｲﾜｻ ﾅｵｷ	59	男	3:48:19	0:56:08	443	0:15:29	414	1:31:28	415	2:43:05	447	0:04:59	411	1:00:15	323	男子55-59歳	38	59	
422	7161	Frederic LADRECH	51	男	3:48:31	0:48:48	301	0:12:32	248	1:29:54	396	2:31:14	356	0:03:48	288	1:13:29	447	男子50-54歳	67	51	
423	8101	ｵｵｼﾏ ﾉﾎﾞﾙ	66	男	3:49:17	0:52:28	382	0:15:25	411	1:30:18	404	2:38:11	420	0:05:28	434	1:05:38	406	男子65歳以上	4	66	
424	6138	ｸｻｶﾍﾞ ﾀｶｼ	39	男	3:49:39	0:56:36	445	0:16:04	430	1:43:46	483	2:56:26	484	0:02:38	86	0:50:35	152	男子35-39歳	52	39	
425	6078	ｼﾊﾞﾊﾗ ﾏｻﾋﾛ	35	男	3:49:54	0:51:13	350	0:13:49	331	1:28:48	374	2:33:50	385	0:04:30	372	1:11:34	441	男子35-39歳	53	35	
426	8033	ﾀﾅｶ ﾋﾖｼ	56	男	3:50:08	0:41:46	133	0:18:52	476	1:23:16	271	2:23:54	277	0:05:41	447	1:20:33	468	男子55-59歳	39	56	
427	7099	ｺﾝﾉ ﾀｸﾔ	49	男	3:50:21	0:57:04	455	0:16:34	443	1:19:37	187	2:33:15	378	0:04:15	346	1:12:51	446	男子45-49歳	69	49	
428	6052	ｺﾊﾞﾔｼ ﾋﾛﾑ	34	男	3:50:21	0:54:18	418	0:14:47	379	1:31:25	414	2:40:30	435	0:04:32	375	1:05:19	403	男子30-34歳	59	34	
429	8036	ｴﾝﾄﾞｳ ｼﾞｭﾝ	57	男	3:50:47	0:48:38	292	0:15:44	421	1:32:54	433	2:37:16	412	0:04:33	379	1:08:58	426	男子55-59歳	40	57	
430	5088	ｽｷﾞｳﾗ ﾘｮｳ	27	男	3:51:06	0:52:08	373	0:15:41	419	1:32:14	423	2:40:03	431	0:03:28	228	1:07:35	417	男子25-29歳	50	27	
431	5148	ｻｲﾉ ﾋﾛｼ	51	男	3:51:27	0:31:43	35	0:15:52	425	1:29:43	392	2:17:18	194	0:04:42	396	1:29:27	480	男子50-54歳	68	51	
432	6119	ﾀﾅﾍﾞ ﾀﾞｲｼﾞ	38	男	3:51:29	0:54:32	421	0:15:21	407	1:39:44	474	2:49:37	469	0:05:27	432	0:56:25	270	男子35-39歳	54	38	
433	6084	ｸｽﾞｳ ﾘｭｳﾀﾛｳ	35	男	3:51:30	0:50:29	334	0:13:10	292	1:30:46	408	2:34:25	394	0:06:21	466	1:10:44	436	男子35-39歳	55	35	
434	5002	ｲﾄｳ ﾅｵﾋﾛ	42	男	3:51:32	0:48:04	270	0:15:08	395	1:22:33	256	2:25:45	300	0:03:19	200	1:22:28	475	男子40-44歳	44	42	
435	7177	ｺﾐﾔﾏ ﾐﾉﾙ	52	男	3:51:43	0:58:02	474	0:14:51	384	1:29:48	394	2:42:41	444	0:05:57	455	1:03:05	374	男子50-54歳	69	52	
436	7136	ｸﾛｷ ﾀｸﾏ	50	男	3:51:43	0:53:12	393	0:17:03	452	1:44:54	484	2:55:09	482	0:03:13	181	0:53:21	205	男子50-54歳	70	50	
437	7194	ﾅｶﾓﾘ ｼﾝｼﾞ	53	男	3:52:13	0:57:50	468	0:14:55	389	1:32:03	420	2:44:48	456	0:05:04	415	1:02:21	360	男子50-54歳	71	53	
438	8059	ｺﾊﾞﾔｼ ｼｭﾝｽｹ	58	男	3:52:22	0:50:20	330	0:11:39	189	1:21:43	232	2:23:42	274	0:04:01	313	1:24:39	476	男子55-59歳	41	58	
439	7183	ﾅｶﾂｶ ﾉﾌﾞｵ	52	男	3:52:40	0:48:45	299	0:15:17	404	1:23:32	278	2:27:34	324	0:05:30	436	1:19:36	467	男子50-54歳	72	52	
440	5046	ｵｶﾓﾄ ｼﾞｭﾝ	43	男	3:52:44	0:59:20	486	0:13:57	340	1:38:48	471	2:52:05	475	0:04:28	368	0:56:11	265	男子40-44歳		43	
441	8008	ﾈﾂﾞ ﾄｼﾕｷ	54	男	3:54:35	0:59:59	493	0:14:15	357	1:22:38	257	2:36:52	409	0:03:12	177	1:14:31	451	男子50-54歳	73	54	
442	7018	ｱﾗｲ ｺｳｽｹ	44	男	3:54:49	0:58:04	475	0:16:35	444	1:21:16	220	2:35:55	404	0:04:11	339	1:14:43	453	男子40-44歳	46	44	
443	7015	ｴﾝﾄﾞｳ ｺｳﾀ	44	男	3:54:56	0:59:12	485	0:15:11	397	1:26:57	351	2:41:20	438	0:04:56	410	1:08:40	424	男子40-44歳	47	44	
444	5183	ﾋﾛｲ ﾀｽｸ	30	男	3:55:08	0:57:32	463	0:11:58	207	1:23:54	288	2:33:24	380	0:03:44	276	1:18:00	461	男子30-34歳	60	30	
445	8016	ﾂﾙﾏﾙ ﾘﾝﾀﾛｳ	55	男	3:55:12	0:54:42	423	0:13:15	299	1:29:39	390	2:37:36	413	0:03:28	228	1:14:08	449	男子55-59歳	42	55	
446	5179	ｲﾁﾑﾗ ﾋﾛｱｷ	30	男	3:55:56	0:58:30	481	0:22:26	486	1:35:47	451	2:56:43	485	0:04:26	365	0:54:47	235	男子30-34歳	61	30	
447	8050	ﾌｼﾞﾉ ﾘｭｳﾀ	58	男	3:56:15	0:49:02	308	0:12:38	258	1:37:41	461	2:39:21	427	0:04:24	360	1:12:30	444	男子55-59歳	43	58	
448	8089	ｱｿｳ ﾕｳｷ	64	男	3:57:21	0:46:16	225	0:22:37	488	1:30:45	407	2:39:38	428	0:07:25	472	1:10:18	435	男子60-64歳	10	64	
449	6062	ﾆｼｵｶ ﾀｹﾙ	34	男	3:57:40	0:57:57	473	0:18:35	474	1:37:45	464	2:54:17	479	0:04:41	393	0:58:42	300	男子30-34歳	62	34	
450	8056	ﾌｾ ﾀﾛｳ	58	男	3:57:49	0:48:01	269	0:15:15	402	1:32:44	431	2:36:00	405	0:05:46	449	1:16:03	457	男子55-59歳	44	58	
451	7124	ｲｹﾀﾞ ｼｭｳｿﾞｳ	50	男	3:58:30	0:56:58	454	0:16:14	437	1:29:30	387	2:42:42	445	0:05:32	439	1:10:16	434	男子50-54歳	74	50	
452	5037	ﾊﾞﾊﾞ ｼｮｳﾍｲ	26	男	3:59:26	0:54:19	419	0:15:12	400	1:36:39	456	2:46:10	460	0:04:23	359	1:08:53	425	男子25-29歳	51	26	
453	6094	ﾓﾘ ｶｽﾞﾏ	36	男	3:59:43	0:50:49	340	0:23:32	489	1:40:30	476	2:54:51	481	0:07:45	475	0:57:07	280	男子35-39歳	56	36	
454	6139	ﾊﾔｼ ｼｮｳﾀﾛｳ	39	男	3:59:59	0:54:47	424	0:14:03	347	1:40:41	479	2:49:31	468	0:05:54	454	1:04:34	394	男子35-39歳	57	39	
455	5157	ﾀｶﾊｼ ｺｳｷ	55	男	4:00:04	0:51:54	365	0:13:41	324	1:29:20	382	2:34:55	398	0:04:21	357	1:20:48	469	男子55-59歳	45	55	
456	6167	ｲﾉｳｴ ﾖｳﾍｲ	41	男	4:00:16	0:56:00	442	0:18:06	471	1:37:22	460	2:51:28	473	0:03:25	220	1:05:23	404	男子40-44歳	48	41	
457	8102	ｳｴﾑﾗ ﾅﾘﾋｺ	67	男	4:00:37	0:54:30	420	0:16:44	447	1:39:05	472	2:50:19	471	0:06:03	457	1:04:15	391	男子65歳以上	5	67	
458	8081	ﾜﾀﾅﾍﾞ ﾋﾛﾕｷ	61	男	4:00:48	0:53:33	404	0:11:17	163	1:34:49	444	2:39:39	429	0:09:08	482	1:12:01	443	男子60-64歳	11	61	
459	7155	ﾆｼﾑﾗ ﾖｼﾕｷ	51	男	4:00:54	0:49:32	312	0:15:17	404	1:25:22	323	2:30:11	348	0:04:01	313	1:26:42	478	男子50-54歳	75	51	
460	7060	ﾔﾏｸﾞﾁ ｺﾞｳ	47	男	4:00:57	0:55:38	435	0:19:20	479	1:29:02	377	2:44:00	450	0:06:04	458	1:10:53	438	男子45-49歳	70	47	
461	6022	ﾉﾏ ﾕｳｲﾁ	32	男	4:01:43	0:52:10	374	0:12:45	267	1:36:33	455	2:41:28	440	0:03:40	262	1:16:35	459	男子30-34歳	63	32	
462	7010	ﾐﾊﾗ ﾖｳｲﾁ	44	男	4:02:10	0:53:23	397	0:17:09	453	1:34:54	445	2:45:26	458	0:05:38	445	1:11:06	439	男子40-44歳	49	44	
463	6096	ｻｷｻｺ ﾕｳﾔ	36	男	4:02:14	0:42:19	144	0:18:02	470	1:34:54	445	2:35:15	401	0:04:52	405	1:22:07	472	男子35-39歳	58	36	
464	5140	ｵﾏﾀ ﾄﾓﾔ	26	男	4:02:19	0:54:08	414	0:15:49	422	1:40:10	475	2:50:07	470	0:05:19	424	1:06:53	413	男子25-29歳	52	26	
465	8074	ﾂﾙｵｶ ｹﾝｲﾁ	60	男	4:02:27	0:57:13	458	0:16:46	448	1:32:29	426	2:46:28	461	0:06:11	462	1:09:48	431	男子60-64歳	12	60	
466	7107	ｺﾔﾅｷﾞ ｹﾝｼﾞﾛｳ	49	男	4:04:05	0:58:07	476	0:21:26	484	1:34:20	441	2:53:53	478	0:08:11	478	1:02:01	352	男子45-49歳	71	49	
467	8006	ｼﾊﾞﾀ ｷﾖﾋﾄ	54	男	4:04:30	0:55:38	434	0:19:07	478	1:27:20	355	2:42:05	442	0:07:06	470	1:15:19	454	男子50-54歳	76	54	
468	7027	ﾜﾀﾅﾍﾞ ﾏﾅﾌﾞ	45	男	4:04:34	0:53:28	401	0:14:31	366	1:36:57	458	2:44:56	457	0:04:09	338	1:15:29	456	男子45-49歳	72	45	
469	6036	ｲﾅﾐ ｻﾄｼ	33	男	4:05:10	0:53:38	405	0:13:02	280	1:37:21	459	2:44:01	451	0:05:01	414	1:16:08	458	男子30-34歳	64	33	
470	6144	ﾏﾂﾑﾗ ﾕｳ	39	男	4:05:36	0:53:59	410	0:18:38	475	1:38:47	470	2:51:24	472	0:06:19	464	1:07:53	419	男子35-39歳	59	39	
471	6105	ﾖｳ ｹﾝｺｳ	37	男	4:05:53	0:51:49	363	0:15:01	392	1:27:16	354	2:34:06	389	0:06:08	460	1:25:39	477	男子35-39歳	60	37	
472	5171	ｸﾒ ｼｭｳﾍｲ	23	男	4:08:41	0:52:01	371	0:13:16	300	1:41:23	481	2:46:40	462	0:03:39	257	1:18:22	463	男子24歳以下	37	23	
473	8072	ﾋｻﾓﾘ ﾔｽｼ	60	男	4:09:51	0:52:15	377	0:16:12	435	1:33:44	437	2:42:11	443	0:05:21	426	1:22:19	473	男子60-64歳	13	60	
474	8095	ﾔﾏﾓﾄ ｲｽﾞﾐ	65	男	4:10:00	0:52:54	388	0:17:33	459	1:41:37	482	2:52:04	474	0:05:20	425	1:12:36	445	男子65歳以上	6	65	
475	7173	ｼﾝｶﾜ ﾖｼﾀﾀﾞ	52	男	4:11:59	0:40:42	123	0:20:53	483	1:47:26	486	2:49:01	466	0:04:37	386	1:18:21	462	男子50-54歳	77	52	
476	8020	ｵﾉ ﾃﾂﾔ	55	男	4:12:15	0:48:38	293	0:14:55	389	1:32:33	427	2:36:06	407	0:04:04	325	1:32:05	482	男子55-59歳	46	55	
477	7028	ｶﾅﾓﾘ ﾘｮｳ	45	男	4:12:35	0:58:27	479	0:16:11	433	1:41:07	480	2:55:45	483	0:06:04	458	1:10:46	437	男子45-49歳	73	45	
478	7069	ﾕｹﾞﾀ ｵｻﾑ	47	男	4:12:57	0:58:42	483	0:22:27	487	1:36:27	454	2:57:36	486	0:09:35	484	1:05:46	407	男子45-49歳	74	47	
479	7013	ﾀｶｼ ﾀｹｱｷ	44	男	4:13:48	0:46:56	244	0:19:35	480	1:31:16	413	2:37:47	415	0:08:15	479	1:27:46	479	男子40-44歳	50	44	
480	6184	ｸﾛｶﾜ ﾘｮｳ	42	男	4:14:33	0:55:40	438	0:18:27	472	1:40:30	476	2:54:37	480	0:04:32	375	1:15:24	455	男子40-44歳		42	
481	7166	ﾏﾂﾑﾗ ｶｽﾞﾀｶ	52	男	4:16:32	0:53:41	406	0:17:31	458	1:38:16	468	2:49:28	467	0:05:22	427	1:21:42	471	男子50-54歳	78	52	
482	7181	ﾌﾙﾔ ﾏｻﾙ	52	男	4:16:55	0:50:51	341	0:18:29	473	1:27:47	359	2:37:07	411	0:08:29	480	1:31:19	481	男子50-54歳	79	52	
483	8032	ｱﾅﾐ ﾅｵﾄ	56	男	4:19:37	0:57:25	462	0:16:43	446	1:39:22	473	2:53:30	477	0:03:42	267	1:22:25	474	男子55-59歳	47	56	
DNF	5015	ｵｵｳﾗ ﾅｵｼｹﾞ		男		0:23:04	2	0:06:38	9	1:07:07	21	1:36:49	6	0:01:24	4		0	男子24歳以下			
DNF	8025	ｵｶﾀﾞ ｹﾝｼﾞ		男		0:52:00	369	0:13:42	326	1:34:17	440	2:39:59	430	0:03:35	253		0	男子55-59歳			
